dataset,seed,pool_type,subset,family,hyperparameter,value_or_group,metric_name,metric_value
compas,2,Rashomon,HH,MLP,activation,,vm_between_group_ratio,0.057187822104982224
compas,2,Rashomon,HH,RF,max_features,,vm_between_group_ratio,0.09426789857432466
compas,2,Rashomon,HH,RF,min_samples_split,,vm_between_group_ratio,0.04585119853906082
compas,2,Rashomon,HH,RF,min_samples_leaf,,vm_between_group_ratio,0.04485830032597243
compas,2,Rashomon,HH,RF,n_estimators,,vm_between_group_ratio,0.033043672480340604
compas,2,Rashomon,HH,RF,max_depth,,vm_between_group_ratio,0.0008119914207765955
compas,2,Rashomon,HH,kNN,n_neighbors,,vm_between_group_ratio,0.408545468021191
compas,2,Rashomon,HH,kNN,p,,vm_between_group_ratio,0.0001056361571932458
compas,2,Rashomon,non_HH,GBM,n_estimators,,vm_between_group_ratio,0.23250035930363072
compas,2,Rashomon,non_HH,GBM,learning_rate,,vm_between_group_ratio,0.16176151574823744
compas,2,Rashomon,non_HH,GBM,max_depth,,vm_between_group_ratio,0.017518289456964833
compas,2,Rashomon,non_HH,GBM,subsample,,vm_between_group_ratio,0.002989674634679251
compas,2,Rashomon,non_HH,LogReg,C,,vm_between_group_ratio,0.5625480622102854
compas,2,Rashomon,non_HH,LogReg,l1_ratio,,vm_between_group_ratio,0.03111101094300369
compas,2,Rashomon,non_HH,MLP,alpha,,vm_between_group_ratio,0.4076445711400905
compas,2,Rashomon,non_HH,MLP,hidden_layer_sizes,,vm_between_group_ratio,0.22291091471933402
compas,2,Rashomon,non_HH,MLP,activation,,vm_between_group_ratio,0.09398242536288831
compas,2,Rashomon,non_HH,MLP,learning_rate_init,,vm_between_group_ratio,0.07364723511289462
compas,2,Rashomon,non_HH,RF,min_samples_split,,vm_between_group_ratio,0.013081056540488264
compas,2,Rashomon,non_HH,RF,n_estimators,,vm_between_group_ratio,0.012042424875266232
compas,2,Rashomon,non_HH,RF,min_samples_leaf,,vm_between_group_ratio,0.01166696268051932
compas,2,Rashomon,non_HH,RF,max_features,,vm_between_group_ratio,0.007965545598774142
compas,2,Rashomon,non_HH,RF,max_depth,,vm_between_group_ratio,0.0001403506426306527
compas,2,Rashomon,non_HH,kNN,n_neighbors,,vm_between_group_ratio,0.4310999280294585
compas,2,Rashomon,non_HH,kNN,p,,vm_between_group_ratio,0.0005680053748858098
compas,3,Rashomon,all,__global__,__family__,model_name,ratio_of_sums,0.39266679988923797
compas,3,Rashomon,all,__global__,__family__,model_name,mean_ratio,0.3724040239643159
compas,3,Rashomon,HH,__global__,__family__,model_name,ratio_of_sums,0.535926346231675
compas,3,Rashomon,HH,__global__,__family__,model_name,mean_ratio,0.5234513669584618
compas,3,Rashomon,non_HH,__global__,__family__,model_name,ratio_of_sums,0.36687690065999556
compas,3,Rashomon,non_HH,__global__,__family__,model_name,mean_ratio,0.3596938042683397
compas,3,Rashomon,all,GBM,learning_rate,,decomp_ratio_of_sums,0.2996590640992391
compas,3,Rashomon,all,GBM,max_depth,,decomp_ratio_of_sums,0.23908144938780712
compas,3,Rashomon,all,GBM,subsample,,decomp_ratio_of_sums,0.12242257848104679
compas,3,Rashomon,all,GBM,n_estimators,,decomp_ratio_of_sums,0.09372340088914118
compas,3,Rashomon,all,LogReg,C,,decomp_ratio_of_sums,0.9882219554649275
compas,3,Rashomon,all,LogReg,l1_ratio,,decomp_ratio_of_sums,0.22012226616659455
compas,3,Rashomon,all,MLP,hidden_layer_sizes,,decomp_ratio_of_sums,0.16233506210948376
compas,3,Rashomon,all,MLP,alpha,,decomp_ratio_of_sums,0.15076147530714612
compas,3,Rashomon,all,MLP,learning_rate_init,,decomp_ratio_of_sums,0.1172623157332498
compas,3,Rashomon,all,MLP,activation,,decomp_ratio_of_sums,0.09462123555283106
compas,3,Rashomon,all,RF,max_depth,,decomp_ratio_of_sums,0.6932391861264962
compas,3,Rashomon,all,RF,max_features,,decomp_ratio_of_sums,0.18918145334170505
compas,3,Rashomon,all,RF,n_estimators,,decomp_ratio_of_sums,0.1659372776782516
compas,3,Rashomon,all,RF,min_samples_leaf,,decomp_ratio_of_sums,0.08568487490631085
compas,3,Rashomon,all,RF,min_samples_split,,decomp_ratio_of_sums,0.034548620437117414
compas,3,Rashomon,all,kNN,n_neighbors,,decomp_ratio_of_sums,0.5505818762830613
compas,3,Rashomon,all,kNN,weights,,decomp_ratio_of_sums,0.5109157592853728
compas,3,Rashomon,all,kNN,p,,decomp_ratio_of_sums,0.0657172599682041
compas,3,Rashomon,HH,GBM,learning_rate,,decomp_ratio_of_sums,0.2784166578966966
compas,3,Rashomon,HH,GBM,subsample,,decomp_ratio_of_sums,0.25977346300574333
compas,3,Rashomon,HH,GBM,max_depth,,decomp_ratio_of_sums,0.18345642318728833
compas,3,Rashomon,HH,GBM,n_estimators,,decomp_ratio_of_sums,0.0930150858868096
compas,3,Rashomon,HH,LogReg,C,,decomp_ratio_of_sums,0.9939893558111861
compas,3,Rashomon,HH,LogReg,l1_ratio,,decomp_ratio_of_sums,0.18050530161747655
compas,3,Rashomon,HH,MLP,alpha,,decomp_ratio_of_sums,0.2405815204553207
compas,3,Rashomon,HH,MLP,activation,,decomp_ratio_of_sums,0.15722301474279732
compas,3,Rashomon,HH,MLP,hidden_layer_sizes,,decomp_ratio_of_sums,0.12896095645773867
compas,3,Rashomon,HH,MLP,learning_rate_init,,decomp_ratio_of_sums,0.11619949499558892
compas,3,Rashomon,HH,RF,max_depth,,decomp_ratio_of_sums,0.5827807796781355
compas,3,Rashomon,HH,RF,max_features,,decomp_ratio_of_sums,0.18696670369449556
compas,3,Rashomon,HH,RF,n_estimators,,decomp_ratio_of_sums,0.15817459598582526
compas,3,Rashomon,HH,RF,min_samples_leaf,,decomp_ratio_of_sums,0.09175512816856812
compas,3,Rashomon,HH,RF,min_samples_split,,decomp_ratio_of_sums,0.03652190877784544
compas,3,Rashomon,HH,kNN,n_neighbors,,decomp_ratio_of_sums,0.6327788801126155
compas,3,Rashomon,HH,kNN,weights,,decomp_ratio_of_sums,0.37131191142772174
compas,3,Rashomon,HH,kNN,p,,decomp_ratio_of_sums,0.05721996643767851
compas,3,Rashomon,non_HH,GBM,learning_rate,,decomp_ratio_of_sums,0.30454204412600405
compas,3,Rashomon,non_HH,GBM,max_depth,,decomp_ratio_of_sums,0.2518679430333765
compas,3,Rashomon,non_HH,GBM,n_estimators,,decomp_ratio_of_sums,0.09388622086236195
compas,3,Rashomon,non_HH,GBM,subsample,,decomp_ratio_of_sums,0.09084980751537683
compas,3,Rashomon,non_HH,LogReg,C,,decomp_ratio_of_sums,0.9874280889311711
compas,3,Rashomon,non_HH,LogReg,l1_ratio,,decomp_ratio_of_sums,0.22557543057973833
compas,3,Rashomon,non_HH,MLP,hidden_layer_sizes,,decomp_ratio_of_sums,0.1664687619132828
compas,3,Rashomon,non_HH,MLP,alpha,,decomp_ratio_of_sums,0.1396364100580397
compas,3,Rashomon,non_HH,MLP,learning_rate_init,,decomp_ratio_of_sums,0.11739395617091684
compas,3,Rashomon,non_HH,MLP,activation,,decomp_ratio_of_sums,0.08686741092437968
compas,3,Rashomon,non_HH,RF,max_depth,,decomp_ratio_of_sums,0.7109252849956524
compas,3,Rashomon,non_HH,RF,max_features,,decomp_ratio_of_sums,0.18949504102447273
compas,3,Rashomon,non_HH,RF,n_estimators,,decomp_ratio_of_sums,0.16716571759677354
compas,3,Rashomon,non_HH,RF,min_samples_leaf,,decomp_ratio_of_sums,0.08472426081464063
compas,3,Rashomon,non_HH,RF,min_samples_split,,decomp_ratio_of_sums,0.03423634869076082
compas,3,Rashomon,non_HH,kNN,n_neighbors,,decomp_ratio_of_sums,0.5410095659436375
compas,3,Rashomon,non_HH,kNN,weights,,decomp_ratio_of_sums,0.5271734243341163
compas,3,Rashomon,non_HH,kNN,p,,decomp_ratio_of_sums,0.06670681830889541
compas,3,Rashomon,all,GBM,learning_rate,,vm_between_group_ratio,0.2330908332792641
compas,3,Rashomon,all,GBM,max_depth,,vm_between_group_ratio,0.17504012696168086
compas,3,Rashomon,all,GBM,subsample,,vm_between_group_ratio,0.026925869069488323
compas,3,Rashomon,all,GBM,n_estimators,,vm_between_group_ratio,0.0005903096484863557
compas,3,Rashomon,all,LogReg,C,,vm_between_group_ratio,0.22303000476893856
compas,3,Rashomon,all,LogReg,l1_ratio,,vm_between_group_ratio,0.049869307412296046
compas,3,Rashomon,all,MLP,learning_rate_init,,vm_between_group_ratio,0.22511437834562184
compas,3,Rashomon,all,MLP,hidden_layer_sizes,,vm_between_group_ratio,0.20658621365696767
compas,3,Rashomon,all,MLP,alpha,,vm_between_group_ratio,0.1508442450634521
compas,3,Rashomon,all,MLP,activation,,vm_between_group_ratio,0.00719159373603648
compas,3,Rashomon,all,RF,min_samples_split,,vm_between_group_ratio,0.1338363404555874
compas,3,Rashomon,all,RF,n_estimators,,vm_between_group_ratio,0.12897817386294697
compas,3,Rashomon,all,RF,max_features,,vm_between_group_ratio,0.10482104845211056
compas,3,Rashomon,all,RF,min_samples_leaf,,vm_between_group_ratio,0.07680806286233886
compas,3,Rashomon,all,RF,max_depth,,vm_between_group_ratio,8.418261560679593e-05
compas,3,Rashomon,all,kNN,weights,,vm_between_group_ratio,0.8638463456193566
compas,3,Rashomon,all,kNN,n_neighbors,,vm_between_group_ratio,0.1455221105662455
compas,3,Rashomon,all,kNN,p,,vm_between_group_ratio,0.10586669966495109
compas,3,Rashomon,HH,GBM,learning_rate,,vm_between_group_ratio,0.1491743047609652
compas,3,Rashomon,HH,GBM,max_depth,,vm_between_group_ratio,0.06308884122831823
compas,3,Rashomon,HH,GBM,subsample,,vm_between_group_ratio,0.03454137970768581
compas,3,Rashomon,HH,GBM,n_estimators,,vm_between_group_ratio,0.018322703700600428
compas,3,Rashomon,HH,LogReg,C,,vm_between_group_ratio,0.20492613684575411
compas,3,Rashomon,HH,LogReg,l1_ratio,,vm_between_group_ratio,0.03113719564536873
compas,3,Rashomon,HH,MLP,alpha,,vm_between_group_ratio,0.2074578543340055
compas,3,Rashomon,HH,MLP,hidden_layer_sizes,,vm_between_group_ratio,0.1421488066432511
compas,3,Rashomon,HH,MLP,learning_rate_init,,vm_between_group_ratio,0.10440405137634073
compas,3,Rashomon,HH,MLP,activation,,vm_between_group_ratio,0.019632601694476146
compas,3,Rashomon,HH,RF,max_features,,vm_between_group_ratio,0.5248122068295863
compas,3,Rashomon,HH,RF,min_samples_split,,vm_between_group_ratio,0.12986661078914
compas,3,Rashomon,HH,RF,max_depth,,vm_between_group_ratio,0.07569107082418004
compas,3,Rashomon,HH,RF,n_estimators,,vm_between_group_ratio,0.052931786988625704
compas,3,Rashomon,HH,RF,min_samples_leaf,,vm_between_group_ratio,0.046876424361719744
compas,3,Rashomon,HH,kNN,weights,,vm_between_group_ratio,0.6967044917952944
compas,3,Rashomon,HH,kNN,n_neighbors,,vm_between_group_ratio,0.24307005875459045
compas,3,Rashomon,HH,kNN,p,,vm_between_group_ratio,0.08500865987791922
compas,3,Rashomon,non_HH,GBM,learning_rate,,vm_between_group_ratio,0.24326000563298067
compas,3,Rashomon,non_HH,GBM,max_depth,,vm_between_group_ratio,0.19247954426932787
compas,3,Rashomon,non_HH,GBM,subsample,,vm_between_group_ratio,0.04599869871734995
compas,3,Rashomon,non_HH,GBM,n_estimators,,vm_between_group_ratio,0.00010004749818207585
compas,3,Rashomon,non_HH,LogReg,C,,vm_between_group_ratio,0.21902229638441023
compas,3,Rashomon,non_HH,LogReg,l1_ratio,,vm_between_group_ratio,0.05502959876094438
compas,3,Rashomon,non_HH,MLP,learning_rate_init,,vm_between_group_ratio,0.24069759465175955
compas,3,Rashomon,non_HH,MLP,hidden_layer_sizes,,vm_between_group_ratio,0.21598699918553016
compas,3,Rashomon,non_HH,MLP,alpha,,vm_between_group_ratio,0.14060122868993508
compas,3,Rashomon,non_HH,MLP,activation,,vm_between_group_ratio,0.0057557320925610165
compas,3,Rashomon,non_HH,RF,n_estimators,,vm_between_group_ratio,0.13924779931768458
compas,3,Rashomon,non_HH,RF,min_samples_split,,vm_between_group_ratio,0.13052576257294662
compas,3,Rashomon,non_HH,RF,min_samples_leaf,,vm_between_group_ratio,0.08045998000672228
compas,3,Rashomon,non_HH,RF,max_features,,vm_between_group_ratio,0.06367918504081749
compas,3,Rashomon,non_HH,RF,max_depth,,vm_between_group_ratio,0.0037706276676372948
compas,3,Rashomon,non_HH,kNN,weights,,vm_between_group_ratio,0.8739167478871673
compas,3,Rashomon,non_HH,kNN,n_neighbors,,vm_between_group_ratio,0.14047122533068
compas,3,Rashomon,non_HH,kNN,p,,vm_between_group_ratio,0.10713386246815576
compas,4,Rashomon,all,__global__,__family__,model_name,ratio_of_sums,0.3674653147317001
compas,4,Rashomon,all,__global__,__family__,model_name,mean_ratio,0.34202672026932285
compas,4,Rashomon,HH,__global__,__family__,model_name,ratio_of_sums,0.4902085221464251
compas,4,Rashomon,HH,__global__,__family__,model_name,mean_ratio,0.471089543582594
compas,4,Rashomon,non_HH,__global__,__family__,model_name,ratio_of_sums,0.35111719338395125
compas,4,Rashomon,non_HH,__global__,__family__,model_name,mean_ratio,0.3335432702878745
compas,4,Rashomon,all,GBM,learning_rate,,decomp_ratio_of_sums,0.3640747697527644
compas,4,Rashomon,all,GBM,max_depth,,decomp_ratio_of_sums,0.22689081756311616
compas,4,Rashomon,all,GBM,n_estimators,,decomp_ratio_of_sums,0.10561630762115869
compas,4,Rashomon,all,GBM,subsample,,decomp_ratio_of_sums,0.044152477230480394
compas,4,Rashomon,all,LogReg,C,,decomp_ratio_of_sums,0.9054793408553238
compas,4,Rashomon,all,LogReg,l1_ratio,,decomp_ratio_of_sums,0.10490395916167232
compas,4,Rashomon,all,MLP,learning_rate_init,,decomp_ratio_of_sums,0.14988362375569717
compas,4,Rashomon,all,MLP,hidden_layer_sizes,,decomp_ratio_of_sums,0.14572010004879585
compas,4,Rashomon,all,MLP,alpha,,decomp_ratio_of_sums,0.11597285126816378
compas,4,Rashomon,all,MLP,activation,,decomp_ratio_of_sums,0.07683803907191077
compas,4,Rashomon,all,RF,max_depth,,decomp_ratio_of_sums,0.7308986513972555
compas,4,Rashomon,all,RF,min_samples_leaf,,decomp_ratio_of_sums,0.2508743971787727
compas,4,Rashomon,all,RF,max_features,,decomp_ratio_of_sums,0.18413853725238735
compas,4,Rashomon,all,RF,n_estimators,,decomp_ratio_of_sums,0.07277991344933302
compas,4,Rashomon,all,RF,min_samples_split,,decomp_ratio_of_sums,0.014514493040384643
compas,4,Rashomon,all,kNN,n_neighbors,,decomp_ratio_of_sums,0.6258280016067838
compas,4,Rashomon,all,kNN,weights,,decomp_ratio_of_sums,0.46970430664906226
compas,4,Rashomon,all,kNN,p,,decomp_ratio_of_sums,0.014435567704365486
compas,4,Rashomon,HH,GBM,learning_rate,,decomp_ratio_of_sums,0.351312079548058
compas,4,Rashomon,HH,GBM,max_depth,,decomp_ratio_of_sums,0.19100910437232027
compas,4,Rashomon,HH,GBM,n_estimators,,decomp_ratio_of_sums,0.124021640890112
compas,4,Rashomon,HH,GBM,subsample,,decomp_ratio_of_sums,0.04533612947412184
compas,4,Rashomon,HH,LogReg,C,,decomp_ratio_of_sums,0.9623020049853293
compas,4,Rashomon,HH,LogReg,l1_ratio,,decomp_ratio_of_sums,0.08943540779169451
compas,4,Rashomon,HH,MLP,learning_rate_init,,decomp_ratio_of_sums,0.207706371622323
compas,4,Rashomon,HH,MLP,hidden_layer_sizes,,decomp_ratio_of_sums,0.16526452154802784
compas,4,Rashomon,HH,MLP,alpha,,decomp_ratio_of_sums,0.10616136444667897
compas,4,Rashomon,HH,MLP,activation,,decomp_ratio_of_sums,0.04374500278258767
compas,4,Rashomon,HH,RF,max_depth,,decomp_ratio_of_sums,0.717303031132718
compas,4,Rashomon,HH,RF,min_samples_leaf,,decomp_ratio_of_sums,0.23857370706543166
compas,4,Rashomon,HH,RF,max_features,,decomp_ratio_of_sums,0.21643408790941343
compas,4,Rashomon,HH,RF,n_estimators,,decomp_ratio_of_sums,0.06590681900088391
compas,4,Rashomon,HH,RF,min_samples_split,,decomp_ratio_of_sums,0.01345274092083056
compas,4,Rashomon,HH,kNN,n_neighbors,,decomp_ratio_of_sums,0.5675595964016495
compas,4,Rashomon,HH,kNN,weights,,decomp_ratio_of_sums,0.4502937438531623
compas,4,Rashomon,HH,kNN,p,,decomp_ratio_of_sums,0.027225531303416144
compas,4,Rashomon,non_HH,GBM,learning_rate,,decomp_ratio_of_sums,0.3662281210192483
compas,4,Rashomon,non_HH,GBM,max_depth,,decomp_ratio_of_sums,0.23294486504869408
compas,4,Rashomon,non_HH,GBM,n_estimators,,decomp_ratio_of_sums,0.10251091627583372
compas,4,Rashomon,non_HH,GBM,subsample,,decomp_ratio_of_sums,0.043952768625394774
compas,4,Rashomon,non_HH,LogReg,C,,decomp_ratio_of_sums,0.9016402954182087
compas,4,Rashomon,non_HH,LogReg,l1_ratio,,decomp_ratio_of_sums,0.10594904341572686
compas,4,Rashomon,non_HH,MLP,hidden_layer_sizes,,decomp_ratio_of_sums,0.1434812587038008
compas,4,Rashomon,non_HH,MLP,learning_rate_init,,decomp_ratio_of_sums,0.14325994555626245
compas,4,Rashomon,non_HH,MLP,alpha,,decomp_ratio_of_sums,0.1170967710706853
compas,4,Rashomon,non_HH,MLP,activation,,decomp_ratio_of_sums,0.08062889355582933
compas,4,Rashomon,non_HH,RF,max_depth,,decomp_ratio_of_sums,0.7330912300005777
compas,4,Rashomon,non_HH,RF,min_samples_leaf,,decomp_ratio_of_sums,0.25282933150654796
compas,4,Rashomon,non_HH,RF,max_features,,decomp_ratio_of_sums,0.17946572284275195
compas,4,Rashomon,non_HH,RF,n_estimators,,decomp_ratio_of_sums,0.07387224633078181
compas,4,Rashomon,non_HH,RF,min_samples_split,,decomp_ratio_of_sums,0.014683236065936777
compas,4,Rashomon,non_HH,kNN,n_neighbors,,decomp_ratio_of_sums,0.6305890857981412
compas,4,Rashomon,non_HH,kNN,weights,,decomp_ratio_of_sums,0.47129033467484344
compas,4,Rashomon,non_HH,kNN,p,,decomp_ratio_of_sums,0.013390505748660698
compas,4,Rashomon,all,GBM,learning_rate,,vm_between_group_ratio,0.24296987847804188
compas,4,Rashomon,all,GBM,max_depth,,vm_between_group_ratio,0.1314159258859614
compas,4,Rashomon,all,GBM,subsample,,vm_between_group_ratio,0.09595051672768158
compas,4,Rashomon,all,GBM,n_estimators,,vm_between_group_ratio,0.06372474358550155
compas,4,Rashomon,all,LogReg,C,,vm_between_group_ratio,0.19938066516524394
compas,4,Rashomon,all,LogReg,l1_ratio,,vm_between_group_ratio,0.011014873758702585
compas,4,Rashomon,all,MLP,alpha,,vm_between_group_ratio,0.1533656703874156
compas,4,Rashomon,all,MLP,hidden_layer_sizes,,vm_between_group_ratio,0.15198891148514565
compas,4,Rashomon,all,MLP,learning_rate_init,,vm_between_group_ratio,0.142144212711098
compas,4,Rashomon,all,MLP,activation,,vm_between_group_ratio,0.04532514722541901
compas,4,Rashomon,all,RF,max_features,,vm_between_group_ratio,0.46484210295596295
compas,4,Rashomon,all,RF,min_samples_leaf,,vm_between_group_ratio,0.20230701052629965
compas,4,Rashomon,all,RF,max_depth,,vm_between_group_ratio,0.13171263965081587
compas,4,Rashomon,all,RF,min_samples_split,,vm_between_group_ratio,0.09859424311607592
compas,4,Rashomon,all,RF,n_estimators,,vm_between_group_ratio,0.0023141217020914975
compas,4,Rashomon,all,kNN,weights,,vm_between_group_ratio,0.8661420489129366
compas,4,Rashomon,all,kNN,n_neighbors,,vm_between_group_ratio,0.20251835027217943
compas,4,Rashomon,all,kNN,p,,vm_between_group_ratio,0.008899035422255232
compas,4,Rashomon,HH,GBM,learning_rate,,vm_between_group_ratio,0.27841021668905724
compas,4,Rashomon,HH,GBM,subsample,,vm_between_group_ratio,0.09004343968548185
compas,4,Rashomon,HH,GBM,max_depth,,vm_between_group_ratio,0.08573048031502316
compas,4,Rashomon,HH,GBM,n_estimators,,vm_between_group_ratio,0.03572161867644914
compas,4,Rashomon,HH,LogReg,C,,vm_between_group_ratio,0.13581803493895916
compas,4,Rashomon,HH,LogReg,l1_ratio,,vm_between_group_ratio,0.028318178128640868
compas,4,Rashomon,HH,MLP,hidden_layer_sizes,,vm_between_group_ratio,0.17974442588173836
compas,4,Rashomon,HH,MLP,activation,,vm_between_group_ratio,0.09396118202427418
compas,4,Rashomon,HH,MLP,learning_rate_init,,vm_between_group_ratio,0.08697823085299193
compas,4,Rashomon,HH,MLP,alpha,,vm_between_group_ratio,0.04807902205714867
compas,4,Rashomon,HH,RF,max_features,,vm_between_group_ratio,0.38705020915658056
compas,4,Rashomon,HH,RF,min_samples_leaf,,vm_between_group_ratio,0.31420357561897616
compas,4,Rashomon,HH,RF,max_depth,,vm_between_group_ratio,0.2500783290245928
compas,4,Rashomon,HH,RF,min_samples_split,,vm_between_group_ratio,0.039047469964864516
compas,4,Rashomon,HH,RF,n_estimators,,vm_between_group_ratio,0.013649807474887681
compas,4,Rashomon,HH,kNN,weights,,vm_between_group_ratio,0.800599741514498
compas,4,Rashomon,HH,kNN,n_neighbors,,vm_between_group_ratio,0.2608770265283649
compas,4,Rashomon,HH,kNN,p,,vm_between_group_ratio,0.005263675950984706
compas,4,Rashomon,non_HH,GBM,learning_rate,,vm_between_group_ratio,0.23357202201886426
compas,4,Rashomon,non_HH,GBM,max_depth,,vm_between_group_ratio,0.13878999602462733
compas,4,Rashomon,non_HH,GBM,subsample,,vm_between_group_ratio,0.09697872564629653
compas,4,Rashomon,non_HH,GBM,n_estimators,,vm_between_group_ratio,0.06939978996311386
compas,4,Rashomon,non_HH,LogReg,C,,vm_between_group_ratio,0.2044267603975309
compas,4,Rashomon,non_HH,LogReg,l1_ratio,,vm_between_group_ratio,0.009940330605485978
compas,4,Rashomon,non_HH,MLP,alpha,,vm_between_group_ratio,0.17480071120905633
compas,4,Rashomon,non_HH,MLP,learning_rate_init,,vm_between_group_ratio,0.14747514324893138
compas,4,Rashomon,non_HH,MLP,hidden_layer_sizes,,vm_between_group_ratio,0.14435400511565985
compas,4,Rashomon,non_HH,MLP,activation,,vm_between_group_ratio,0.03797931433221948
compas,4,Rashomon,non_HH,RF,max_features,,vm_between_group_ratio,0.46488460934276327
compas,4,Rashomon,non_HH,RF,min_samples_leaf,,vm_between_group_ratio,0.16764174871011914
